RetentionID,UserID,MonthlyActive,DaysSinceLastActivity,LifetimeValue,ChurnRisk
3263,3263,Y,25,504.51,Low
3264,3264,Y,48,933.81,High
3265,3265,Y,61,551.79,High
3266,3266,N,43,893.82,Low
3267,3267,Y,73,917.72,Low
3268,3268,Y,89,100.46,High
3269,3269,Y,79,984.85,High
3270,3270,Y,13,101.53,Low
3271,3271,Y,52,693.44,Medium
3272,3272,Y,3,514.63,Low
3273,3273,Y,36,982.8,Low
3274,3274,Y,43,866.64,Low
3275,3275,Y,61,293.53,Low
3276,3276,N,83,401.94,Medium
3277,3277,N,33,605.5,High
3278,3278,Y,3,587.81,Medium
3279,3279,Y,65,146.46,Low
3280,3280,Y,76,496.08,High
3281,3281,Y,1,948.74,Medium
3282,3282,Y,24,888.77,High
3283,3283,Y,15,768.22,High
3284,3284,Y,66,661.14,Medium
3285,3285,Y,16,550.44,Low
3286,3286,Y,61,876.25,High
3287,3287,Y,57,297.12,High
3288,3288,Y,77,81.03,Low
3289,3289,Y,59,511.91,High
3290,3290,Y,36,627.05,Low
3291,3291,Y,74,788.74,Low
3292,3292,Y,27,349.68,High
3293,3293,Y,23,993.22,Medium
3294,3294,Y,88,741.72,Low
3295,3295,Y,69,759.47,Medium
3296,3296,Y,13,265.79,Low
3297,3297,Y,39,187.44,Medium
3298,3298,Y,16,556.71,Low
3299,3299,Y,88,801.61,High
3300,3300,Y,80,541.59,Low
3301,3301,Y,2,405.48,High
3302,3302,N,53,584.04,Low
3303,3303,Y,76,446.97,Medium
3304,3304,Y,52,299.9,High
3305,3305,Y,36,784.42,Medium
3306,3306,Y,32,271.88,Medium
3307,3307,Y,40,813.49,Low
3308,3308,Y,11,460.32,Low
3309,3309,Y,20,835.06,Low
3310,3310,Y,32,961.68,High
3311,3311,Y,40,711.32,Medium
3312,3312,Y,81,837.32,High
3313,3313,Y,49,171.52,Low
3314,3314,N,77,537.9,Low
3315,3315,N,70,116.68,Low
3316,3316,Y,8,111.4,High
3317,3317,Y,79,620.79,High
3318,3318,Y,38,228.33,Medium
3319,3319,Y,24,804.92,Low
3320,3320,Y,1,946.92,Low
3321,3321,Y,3,437.17,Medium
3322,3322,Y,24,960.3,High
3323,3323,Y,37,807.65,High
3324,3324,Y,83,110.72,Low
3325,3325,Y,63,812.22,Medium
3326,3326,Y,43,679.15,Low
3327,3327,Y,42,121.92,High
3328,3328,Y,79,112.84,Low
3329,3329,Y,64,523.79,Medium
3330,3330,Y,55,567.63,High
3331,3331,Y,56,672.51,High
3332,3332,N,63,781.32,High
3333,3333,N,41,949.61,Medium
3334,3334,Y,49,344.21,Low
3335,3335,Y,19,645.07,Low
3336,3336,Y,27,786.73,Medium
3337,3337,Y,64,568.15,Low
3338,3338,Y,11,176.77,High
3339,3339,Y,71,699.53,Low
3340,3340,Y,23,214.68,Medium
3341,3341,Y,4,375.13,High
3342,3342,Y,82,532.63,Low
3343,3343,Y,0,616.31,High
3344,3344,Y,67,555.01,High
3345,3345,Y,76,159.87,Low
3346,3346,Y,80,29.99,High
3347,3347,Y,46,507.41,Low
3348,3348,Y,33,975.35,Low
3349,3349,N,56,667.91,High
3350,3350,Y,48,326.79,Low
3351,3351,Y,67,905.5,Low
3352,3352,Y,4,780.09,Medium
3353,3353,Y,60,933.31,Medium
3354,3354,Y,84,796.87,Medium
3355,3355,N,15,35.04,High
3356,3356,Y,36,928.08,High
3357,3357,Y,81,122.1,Low
3358,3358,Y,1,800.12,Medium
3359,3359,Y,14,173.08,Medium
3360,3360,Y,32,210.95,High
3361,3361,Y,88,555.05,High
3362,3362,Y,17,585.87,Low
3363,3363,Y,12,395.15,High
3364,3364,Y,48,245.68,Low
3365,3365,Y,57,615.06,Low
3366,3366,Y,9,837.52,Low
3367,3367,Y,33,821.45,Low
3368,3368,Y,74,154.96,Low
3369,3369,Y,44,45.24,Low
3370,3370,Y,44,663.84,High
3371,3371,Y,88,104.0,Low
3372,3372,Y,39,550.24,High
3373,3373,Y,10,761.15,Low
3374,3374,N,0,793.57,High
3375,3375,Y,25,703.53,Medium
3376,3376,Y,84,399.65,Low
3377,3377,N,35,205.49,Low
3378,3378,N,60,246.71,Low
3379,3379,Y,49,396.88,High
3380,3380,Y,27,126.27,Low
3381,3381,Y,73,625.75,High
3382,3382,Y,10,331.84,Low
3383,3383,Y,63,517.77,High
3384,3384,Y,79,748.59,High
3385,3385,N,3,516.55,Medium
3386,3386,Y,43,214.71,High
3387,3387,Y,23,594.04,Low
3388,3388,Y,55,866.3,Low
3389,3389,N,34,506.5,Low
3390,3390,Y,27,414.31,Low
3391,3391,Y,69,618.76,Medium
3392,3392,Y,18,35.86,Low
3393,3393,Y,5,281.75,High
3394,3394,Y,15,910.17,Low
3395,3395,Y,19,299.64,Medium
3396,3396,N,56,278.79,High
3397,3397,Y,65,937.03,High
3398,3398,N,58,141.48,Low
3399,3399,N,41,62.16,Medium
3400,3400,Y,48,287.48,Low
3401,3401,Y,22,721.9,High
3402,3402,Y,50,945.63,Low
3403,3403,N,76,201.11,High
3404,3404,Y,69,477.83,Low
3405,3405,Y,83,586.46,Medium
3406,3406,Y,36,536.79,High
3407,3407,Y,66,14.85,Medium
3408,3408,N,6,356.94,Low
3409,3409,Y,83,665.37,Low
3410,3410,N,49,853.58,Low
3411,3411,Y,31,721.48,High
3412,3412,Y,67,71.49,High
3413,3413,Y,69,745.31,Low
3414,3414,Y,57,304.22,High
3415,3415,Y,83,38.77,Low
3416,3416,Y,52,839.28,High
3417,3417,Y,44,141.35,Low
3418,3418,Y,38,820.22,Low
3419,3419,Y,61,110.74,High
3420,3420,Y,71,768.54,Low
3421,3421,N,0,690.27,Low
3422,3422,N,10,216.84,High
3423,3423,Y,38,875.98,High
3424,3424,Y,88,918.27,Medium
3425,3425,Y,67,903.41,Low
3426,3426,Y,88,261.98,Low
3427,3427,Y,85,322.75,Low
3428,3428,N,2,552.66,Low
3429,3429,Y,6,29.75,High
3430,3430,Y,75,534.36,High
3431,3431,Y,0,810.74,Low
3432,3432,Y,57,736.65,High
3433,3433,Y,27,289.4,High
3434,3434,Y,74,839.32,Medium
3435,3435,Y,35,354.1,Low
3436,3436,Y,44,816.31,Low
3437,3437,Y,29,137.33,Low
3438,3438,N,88,408.99,Medium
3439,3439,Y,57,195.25,High
3440,3440,N,44,725.77,Low
3441,3441,Y,79,413.99,Low
3442,3442,Y,77,758.97,Medium
3443,3443,Y,85,837.16,Low
3444,3444,Y,30,229.56,High
3445,3445,Y,84,43.28,Low
3446,3446,Y,39,568.88,High
3447,3447,N,72,210.95,High
3448,3448,Y,6,401.04,High
3449,3449,N,53,366.6,Low
3450,3450,Y,47,449.5,Medium
3451,3451,Y,76,151.32,High
3452,3452,Y,27,52.09,High
3453,3453,Y,89,643.92,High
3454,3454,Y,89,670.73,Low
3455,3455,Y,4,676.17,Low
3456,3456,N,1,301.63,Low
3457,3457,Y,37,743.23,High
3458,3458,Y,57,384.31,Low
3459,3459,N,16,541.99,High
3460,3460,N,21,340.15,Low
3461,3461,N,87,315.31,Medium
3462,3462,Y,50,659.93,Medium
3463,3463,Y,59,556.71,Low
3464,3464,Y,34,225.32,Low
3465,3465,Y,83,530.76,High
3466,3466,Y,4,306.04,Medium
3467,3467,Y,2,136.77,Low
3468,3468,Y,34,481.16,Low
3469,3469,N,18,62.03,High
3470,3470,Y,62,613.71,Low
3471,3471,Y,72,111.18,Low
3472,3472,Y,7,38.97,Low
3473,3473,Y,45,407.13,High
3474,3474,Y,83,487.15,Medium
3475,3475,Y,20,878.33,Medium
3476,3476,N,89,587.35,Low
3477,3477,Y,2,260.16,Low
3478,3478,Y,88,649.85,Low
3479,3479,Y,60,945.06,Low
3480,3480,N,3,791.44,High
3481,3481,Y,23,970.59,Low
3482,3482,N,55,39.79,Medium
3483,3483,Y,20,489.86,Low
3484,3484,Y,31,817.16,Medium
3485,3485,Y,51,231.56,Low
3486,3486,Y,82,125.81,Low
3487,3487,Y,54,390.36,High
3488,3488,Y,60,167.49,High
3489,3489,Y,29,715.36,Low
3490,3490,Y,28,253.78,Low
3491,3491,Y,9,621.73,Low
3492,3492,Y,67,154.23,High
3493,3493,Y,11,741.25,Medium
3494,3494,Y,25,518.96,High
3495,3495,Y,76,565.61,High
3496,3496,Y,83,733.4,Medium
3497,3497,N,28,906.87,Low
3498,3498,Y,78,56.31,Low
3499,3499,Y,34,389.68,Low
3500,3500,N,4,902.23,Low
3501,3501,Y,42,659.09,Medium
3502,3502,Y,23,494.98,High
3503,3503,Y,19,923.17,Medium
3504,3504,Y,71,541.99,Low
3505,3505,Y,33,264.71,Low
3506,3506,N,0,469.81,High
3507,3507,Y,54,465.95,High
3508,3508,N,78,930.65,Low
3509,3509,Y,77,587.21,High
3510,3510,N,48,461.14,Medium
3511,3511,Y,56,421.32,Low
3512,3512,Y,55,493.92,High
3513,3513,Y,50,166.57,Low
3514,3514,Y,3,759.18,Low
3515,3515,Y,12,378.33,High
3516,3516,N,57,721.89,Low
3517,3517,Y,36,208.16,Low
3518,3518,Y,68,375.67,Low
3519,3519,Y,53,190.32,Low
3520,3520,Y,50,887.4,Medium
3521,3521,Y,44,758.23,Medium
3522,3522,Y,11,455.05,Low
3523,3523,N,43,177.82,High
3524,3524,N,72,593.45,Medium
3525,3525,Y,63,61.5,Low
3526,3526,Y,69,178.24,High
3527,3527,Y,87,309.82,High
3528,3528,Y,26,684.16,High
3529,3529,Y,43,414.15,Low
3530,3530,Y,60,914.91,High
3531,3531,Y,44,657.8,Low
3532,3532,N,89,790.14,Medium
3533,3533,Y,75,891.2,High
3534,3534,Y,54,427.73,High
3535,3535,Y,74,512.05,Low
3536,3536,Y,70,957.82,Low
3537,3537,Y,61,580.7,Medium
3538,3538,Y,20,58.93,Low
3539,3539,N,5,245.66,Low
3540,3540,Y,50,349.77,Low
3541,3541,Y,35,526.08,Low
3542,3542,Y,58,97.85,Low
3543,3543,N,50,534.0,High
3544,3544,Y,17,411.11,High
3545,3545,N,32,128.47,Low
3546,3546,Y,40,471.52,Low
3547,3547,Y,58,701.8,Medium
3548,3548,Y,68,628.42,High
3549,3549,Y,80,816.23,High
3550,3550,Y,53,934.07,Low
3551,3551,Y,62,697.85,High
3552,3552,N,2,843.87,Low
3553,3553,Y,30,114.51,High
3554,3554,Y,3,365.55,Medium
3555,3555,Y,59,33.36,Low
3556,3556,N,77,981.06,Low
3557,3557,Y,76,368.62,High
3558,3558,N,0,234.49,High
3559,3559,Y,56,924.23,Low
3560,3560,Y,27,143.88,Low
3561,3561,N,54,749.99,High
3562,3562,Y,58,223.91,Low
3563,3563,Y,46,448.45,Medium
3564,3564,Y,27,287.71,Medium
3565,3565,Y,2,985.56,High
3566,3566,N,1,835.16,High
3567,3567,Y,61,622.0,Low
3568,3568,Y,36,76.7,Medium
3569,3569,Y,42,78.05,High
3570,3570,N,27,274.62,Low
3571,3571,Y,45,236.09,Low
3572,3572,Y,2,226.83,Low
3573,3573,Y,46,214.41,High
3574,3574,Y,1,88.72,Low
3575,3575,N,69,323.03,Medium
3576,3576,Y,33,785.53,High
3577,3577,Y,88,294.95,High
3578,3578,Y,14,290.41,Low
3579,3579,Y,89,99.13,High
3580,3580,Y,7,795.77,Low
3581,3581,Y,4,153.81,High
3582,3582,Y,23,154.27,Medium
3583,3583,Y,89,673.14,Low
3584,3584,N,57,512.08,Medium
3585,3585,N,49,60.3,Medium
3586,3586,Y,77,471.27,Medium
3587,3587,N,24,16.24,High
3588,3588,N,67,375.41,Low
3589,3589,Y,50,690.23,High
3590,3590,N,12,496.71,High
3591,3591,Y,78,711.26,Low
3592,3592,Y,17,431.35,Low
3593,3593,Y,19,480.69,Medium
3594,3594,Y,50,750.82,Medium
3595,3595,N,3,59.29,Low
3596,3596,Y,3,986.8,High
3597,3597,Y,0,780.0,High
3598,3598,Y,70,583.7,Medium
3599,3599,Y,20,178.28,Low
3600,3600,Y,32,30.61,Medium
3601,3601,Y,50,573.27,Low
3602,3602,Y,57,727.23,High
3603,3603,Y,47,464.21,High
3604,3604,Y,47,609.37,Medium
3605,3605,N,71,327.49,High
3606,3606,Y,81,466.0,Low
3607,3607,Y,35,119.38,Medium
3608,3608,N,30,20.59,Medium
3609,3609,Y,85,703.33,Low
3610,3610,N,52,227.56,Medium
3611,3611,Y,35,212.04,Low
3612,3612,N,32,497.13,Low
3613,3613,Y,77,761.31,Low
3614,3614,Y,21,159.32,High
3615,3615,Y,86,479.02,Medium
3616,3616,Y,72,693.72,Low
3617,3617,Y,30,53.03,Low
3618,3618,Y,6,698.17,Medium
3619,3619,Y,59,21.32,Low
3620,3620,Y,70,449.51,Medium
3621,3621,Y,36,357.23,Low
3622,3622,Y,45,15.97,Low
3623,3623,N,66,137.67,Medium
3624,3624,Y,3,938.83,Low
3625,3625,Y,54,240.19,High
3626,3626,N,24,882.81,High
3627,3627,Y,12,263.49,Low
3628,3628,N,2,501.05,Low
3629,3629,Y,41,819.87,High
3630,3630,N,53,917.35,Low
3631,3631,Y,70,226.68,High
3632,3632,Y,86,338.54,High
3633,3633,Y,6,313.68,Low
3634,3634,Y,1,682.4,Medium
3635,3635,Y,60,999.6,Low
3636,3636,Y,10,254.98,High
3637,3637,Y,66,98.12,Medium
3638,3638,Y,64,247.55,High
3639,3639,Y,25,624.94,Low
3640,3640,Y,23,205.21,Medium
3641,3641,Y,0,545.33,High
3642,3642,Y,80,757.62,Medium
3643,3643,Y,9,303.75,Medium
3644,3644,Y,46,768.89,High
3645,3645,Y,13,197.17,Low
3646,3646,Y,86,643.07,High
3647,3647,Y,58,882.7,Low
3648,3648,N,52,977.23,Low
3649,3649,N,74,340.29,Medium
3650,3650,Y,60,858.11,Low
3651,3651,Y,71,182.6,Medium
3652,3652,Y,3,191.42,Low
3653,3653,Y,22,451.31,Low
3654,3654,Y,57,546.2,Low
3655,3655,Y,18,800.49,High
3656,3656,N,58,278.97,Low
3657,3657,Y,33,986.41,Low
3658,3658,Y,21,407.39,High
3659,3659,N,61,855.77,Low
3660,3660,N,42,193.69,Low
3661,3661,Y,84,61.61,Low
3662,3662,Y,16,219.38,High
3663,3663,Y,83,382.2,Medium
3664,3664,Y,69,294.86,High
3665,3665,N,77,481.77,Medium
3666,3666,Y,62,168.3,Low
3667,3667,Y,51,717.0,Medium
3668,3668,Y,49,759.48,High
3669,3669,Y,58,512.47,High
3670,3670,Y,81,808.12,High
3671,3671,N,73,233.24,High
3672,3672,Y,86,308.64,Medium
3673,3673,Y,2,592.04,Medium
3674,3674,Y,65,611.72,Low
3675,3675,Y,5,245.33,Low
3676,3676,N,75,40.12,Medium
3677,3677,Y,12,458.89,Low
3678,3678,Y,38,71.69,High
3679,3679,Y,75,137.72,High
3680,3680,Y,8,641.52,Low
3681,3681,Y,33,509.47,Low
3682,3682,Y,53,591.26,High
3683,3683,Y,29,887.28,High
3684,3684,Y,20,509.37,High
3685,3685,Y,40,311.13,High
3686,3686,Y,49,45.92,Low
3687,3687,Y,76,742.77,High
3688,3688,Y,84,830.9,Medium
3689,3689,Y,61,227.25,High
3690,3690,N,72,942.71,Medium
3691,3691,Y,4,512.65,Medium
3692,3692,Y,39,502.23,Medium
3693,3693,Y,58,27.19,Low
3694,3694,Y,7,732.04,High
3695,3695,N,37,464.18,Low
3696,3696,Y,45,348.02,Low
3697,3697,Y,63,697.1,High
3698,3698,Y,40,825.14,Low
3699,3699,Y,67,111.39,Low
3700,3700,Y,39,318.89,Low
3701,3701,Y,12,458.6,Low
3702,3702,Y,50,62.26,High
3703,3703,Y,31,542.41,High
3704,3704,Y,11,184.89,High
3705,3705,Y,11,873.67,High
3706,3706,Y,56,63.85,High
3707,3707,Y,80,364.8,Medium
3708,3708,Y,44,791.69,Medium
3709,3709,Y,75,659.07,Medium
3710,3710,Y,38,188.51,Medium
3711,3711,Y,33,723.7,High
3712,3712,Y,24,962.3,High
3713,3713,Y,80,632.87,High
3714,3714,N,59,766.32,Low
3715,3715,Y,89,539.08,Low
3716,3716,Y,72,540.17,Low
3717,3717,Y,58,646.3,Low
3718,3718,Y,40,740.0,High
3719,3719,Y,26,106.75,High
3720,3720,Y,55,520.16,Medium
3721,3721,Y,15,189.47,High
3722,3722,Y,76,801.98,Low
3723,3723,Y,60,509.69,Low
3724,3724,Y,67,549.41,High
3725,3725,Y,78,178.05,High
3726,3726,Y,89,56.02,Low
3727,3727,N,43,534.2,Low
3728,3728,Y,14,384.37,High
3729,3729,Y,16,998.07,Low
3730,3730,Y,34,266.1,Low
3731,3731,Y,43,540.86,High
3732,3732,Y,5,835.16,High
3733,3733,Y,53,846.74,Low
3734,3734,Y,76,555.99,Low
3735,3735,Y,85,351.5,Low
3736,3736,Y,81,108.48,Low
3737,3737,Y,75,394.61,Low
3738,3738,N,29,592.93,Medium
3739,3739,Y,40,274.65,Low
3740,3740,N,32,945.71,Low
3741,3741,N,7,915.41,High
3742,3742,Y,22,348.83,High
3743,3743,Y,34,523.75,Low
3744,3744,Y,44,461.41,High
3745,3745,Y,77,504.88,High
3746,3746,Y,9,615.21,Low
3747,3747,Y,15,794.74,Low
3748,3748,Y,67,502.01,Low
3749,3749,Y,77,38.29,Low
3750,3750,Y,39,415.41,Medium
3751,3751,Y,39,602.74,High
3752,3752,Y,2,399.23,Low
3753,3753,Y,36,181.2,High
3754,3754,Y,78,794.62,High
3755,3755,Y,66,657.66,High
3756,3756,Y,60,781.63,Low
3757,3757,Y,60,896.81,Medium
3758,3758,Y,74,264.87,Low
3759,3759,Y,51,695.59,High
3760,3760,Y,45,470.27,High
3761,3761,Y,38,752.24,High
3762,3762,Y,88,908.83,High
3763,3763,N,25,995.17,Low
3764,3764,Y,35,167.08,Medium
3765,3765,Y,85,694.13,High
3766,3766,N,60,461.71,High
3767,3767,Y,55,992.72,Low
3768,3768,Y,9,957.53,Medium
3769,3769,Y,27,611.32,Low
3770,3770,Y,36,567.38,Medium
3771,3771,N,78,198.81,Medium
3772,3772,Y,25,448.54,Low
3773,3773,Y,82,714.29,Medium
3774,3774,Y,32,367.24,Low
3775,3775,N,55,968.68,High
3776,3776,Y,23,642.13,Low
3777,3777,Y,36,182.42,High
3778,3778,Y,32,26.93,High
3779,3779,Y,37,747.73,Medium
3780,3780,N,4,122.52,High
3781,3781,Y,23,210.51,High
3782,3782,Y,59,192.34,High
3783,3783,N,28,794.98,Low
3784,3784,Y,19,819.83,Low
3785,3785,Y,61,350.85,Medium
3786,3786,Y,18,181.15,High
3787,3787,Y,69,979.71,Low
3788,3788,N,30,821.09,Low
3789,3789,Y,68,959.05,High
3790,3790,N,69,178.14,Medium
3791,3791,N,84,734.27,Low
3792,3792,Y,1,673.01,High
3793,3793,Y,48,264.13,Medium
3794,3794,N,17,659.51,Medium
3795,3795,Y,59,775.89,Low
3796,3796,Y,82,985.28,Medium
3797,3797,N,60,307.38,Medium
3798,3798,Y,80,353.2,High
3799,3799,Y,61,173.24,Low
3800,3800,N,72,770.22,Medium
3801,3801,Y,19,470.73,Low
3802,3802,Y,13,648.46,Low
3803,3803,Y,34,177.29,Low
3804,3804,N,63,936.04,High
3805,3805,Y,48,872.75,Low
3806,3806,Y,6,158.86,Low
3807,3807,Y,23,45.13,Medium
3808,3808,Y,76,574.87,Low
3809,3809,N,16,226.94,Low
3810,3810,Y,56,929.94,High
3811,3811,Y,36,950.57,Medium
3812,3812,Y,83,463.43,High
3813,3813,N,53,506.56,High
3814,3814,Y,70,617.26,Low
3815,3815,Y,48,887.09,Medium
3816,3816,Y,18,145.24,High
3817,3817,N,57,234.12,Medium
3818,3818,N,73,117.66,High
3819,3819,Y,59,868.83,High
3820,3820,Y,50,764.88,Low
3821,3821,Y,74,995.24,Low
3822,3822,N,42,169.45,Low
3823,3823,N,23,878.02,Low
3824,3824,Y,63,910.93,Low
3825,3825,Y,31,707.88,Low
3826,3826,Y,59,107.23,High
3827,3827,Y,64,286.78,Medium
3828,3828,Y,89,685.77,Medium
3829,3829,Y,81,127.9,Medium
3830,3830,Y,72,116.09,Medium
3831,3831,N,35,832.41,Low
3832,3832,Y,89,312.11,Medium
3833,3833,Y,10,82.42,High
3834,3834,Y,8,975.06,Medium
3835,3835,Y,25,642.29,Medium
3836,3836,Y,50,858.17,Medium
3837,3837,N,49,757.99,High
3838,3838,Y,12,626.81,Medium
3839,3839,Y,58,584.39,High
3840,3840,N,56,321.24,High
3841,3841,Y,59,147.11,Low
3842,3842,Y,80,723.99,High
3843,3843,Y,58,568.26,Medium
3844,3844,N,58,725.59,Low
3845,3845,Y,81,750.26,High
3846,3846,Y,50,691.28,Low
3847,3847,Y,15,899.33,Medium
3848,3848,Y,24,545.69,Medium
3849,3849,Y,37,212.8,High
3850,3850,Y,31,408.25,Low
3851,3851,N,30,369.22,Low
3852,3852,Y,25,909.65,High
3853,3853,Y,85,200.15,High
3854,3854,N,64,704.42,Low
3855,3855,Y,20,330.58,Low
3856,3856,N,0,294.0,High
3857,3857,Y,69,717.95,Low
3858,3858,Y,33,746.05,High
3859,3859,Y,13,93.31,Medium
3860,3860,Y,0,563.29,High
3861,3861,Y,56,223.45,Low
3862,3862,Y,44,648.06,High
3863,3863,Y,51,615.11,Low
3864,3864,Y,78,477.91,Medium
3865,3865,Y,50,163.33,High
3866,3866,Y,73,640.08,Medium
3867,3867,N,18,663.88,Low
3868,3868,Y,82,949.14,High
3869,3869,Y,4,479.6,Medium
3870,3870,Y,6,637.2,Low
3871,3871,Y,6,793.22,Low
3872,3872,N,1,920.21,Low
3873,3873,Y,71,257.89,Low
3874,3874,Y,67,643.41,Low
3875,3875,N,4,816.93,High
3876,3876,Y,64,947.4,Medium
3877,3877,Y,47,188.9,Medium
3878,3878,Y,77,381.8,High
3879,3879,Y,14,959.39,Medium
3880,3880,N,20,276.07,High
3881,3881,Y,55,456.81,High
3882,3882,Y,52,576.3,Medium
3883,3883,N,40,553.84,Low
3884,3884,N,83,119.76,High
3885,3885,Y,31,88.17,Low
3886,3886,Y,27,857.11,Low
3887,3887,Y,46,737.64,Low
3888,3888,N,33,525.47,Low
3889,3889,N,41,564.17,High
3890,3890,Y,13,272.12,High
3891,3891,N,18,83.24,Medium
3892,3892,Y,82,570.04,Low
3893,3893,N,58,885.41,Low
3894,3894,Y,48,898.57,High
3895,3895,Y,82,353.63,Low
3896,3896,Y,54,723.16,Medium
3897,3897,Y,33,410.06,Medium
3898,3898,Y,56,208.69,High
3899,3899,Y,79,848.78,Low
3900,3900,Y,65,941.23,Low
3901,3901,Y,39,83.0,High
3902,3902,Y,22,864.34,Low
3903,3903,Y,23,836.37,High
3904,3904,Y,30,730.65,Low
3905,3905,Y,15,202.37,High
3906,3906,N,42,900.47,Low
3907,3907,Y,25,228.04,Low
3908,3908,Y,35,373.98,Low
3909,3909,N,68,988.7,Low
3910,3910,Y,34,459.97,Low
3911,3911,Y,20,202.13,Medium
3912,3912,Y,19,21.21,Low
3913,3913,Y,0,997.8,High
3914,3914,Y,64,236.23,Medium
3915,3915,Y,52,485.12,Low
3916,3916,Y,9,193.53,Low
3917,3917,Y,39,478.58,Low
3918,3918,Y,48,314.28,Low
3919,3919,Y,35,811.15,Medium
3920,3920,Y,86,758.48,Medium
3921,3921,Y,1,860.21,High
3922,3922,Y,31,728.42,Low
3923,3923,Y,14,73.5,Low
3924,3924,Y,16,809.29,High
3925,3925,Y,62,956.51,Low
3926,3926,Y,41,585.49,Medium
3927,3927,Y,23,490.92,Low
3928,3928,Y,86,719.8,High
3929,3929,Y,41,442.69,Medium
3930,3930,Y,78,998.27,Medium
3931,3931,N,42,778.59,Low
3932,3932,N,85,792.09,High
3933,3933,Y,56,201.59,Low
3934,3934,Y,24,463.86,Low
3935,3935,Y,50,127.01,Low
3936,3936,Y,53,690.7,High
3937,3937,N,80,615.36,High
3938,3938,Y,29,723.52,Low
3939,3939,Y,78,850.45,High
3940,3940,N,75,662.18,Medium
3941,3941,Y,79,739.39,Low
3942,3942,N,77,870.54,Medium
3943,3943,N,3,474.57,Low
3944,3944,Y,45,593.32,Medium
3945,3945,N,48,695.63,Low
3946,3946,Y,73,626.52,High
3947,3947,Y,16,994.51,Low
3948,3948,N,66,789.76,Low
3949,3949,N,51,408.95,Medium
3950,3950,Y,18,54.55,High
3951,3951,Y,34,389.68,Low
3952,3952,Y,81,69.39,High
3953,3953,Y,22,359.63,Medium
3954,3954,Y,39,90.56,High
3955,3955,Y,55,789.64,Low
3956,3956,Y,80,465.4,High
3957,3957,Y,51,105.85,Low
3958,3958,Y,86,992.2,Low
3959,3959,Y,72,126.57,Low
3960,3960,Y,76,406.94,High
3961,3961,Y,76,889.88,Low
3962,3962,Y,44,441.05,Low
3963,3963,Y,47,222.09,Medium
3964,3964,Y,13,472.54,High
3965,3965,Y,45,991.31,High
3966,3966,Y,60,395.38,High
3967,3967,Y,42,721.39,Low
3968,3968,Y,38,813.87,High
3969,3969,Y,23,629.2,Low
3970,3970,Y,74,946.77,High
3971,3971,N,70,475.48,Low
3972,3972,Y,33,542.83,Low
3973,3973,Y,34,401.31,Medium
3974,3974,Y,74,431.9,High
3975,3975,Y,9,351.73,High
3976,3976,Y,48,208.38,Low
3977,3977,Y,10,723.43,Low
3978,3978,Y,54,374.55,Low
3979,3979,Y,8,742.08,Low
3980,3980,Y,59,203.8,Low
3981,3981,Y,12,701.02,High
3982,3982,N,64,77.88,Low
3983,3983,N,89,800.44,Low
3984,3984,Y,48,436.89,Low
3985,3985,Y,11,770.49,Low
3986,3986,N,19,593.73,Medium
3987,3987,Y,28,163.1,Medium
3988,3988,Y,86,537.54,High
3989,3989,Y,5,920.79,Medium
3990,3990,N,84,174.46,High
3991,3991,N,25,211.41,Medium
3992,3992,Y,37,66.94,Low
3993,3993,Y,1,206.99,Low
3994,3994,Y,63,900.05,High
3995,3995,Y,66,829.91,High
3996,3996,Y,15,727.74,Low
3997,3997,Y,47,78.81,Low
3998,3998,Y,85,749.44,Low
3999,3999,Y,26,267.1,Medium
4000,4000,Y,75,218.1,Low
4001,4001,Y,71,936.14,Medium
4002,4002,N,84,21.04,Medium
4003,4003,Y,67,74.09,High
4004,4004,Y,30,718.4,High
4005,4005,Y,71,120.12,Low
4006,4006,Y,38,431.22,Low
4007,4007,Y,24,295.78,Low
4008,4008,Y,58,186.17,Low
4009,4009,Y,78,140.73,Low
4010,4010,Y,22,773.86,Low
4011,4011,Y,52,919.09,Medium
4012,4012,N,0,304.07,Low
4013,4013,N,25,263.93,Medium
4014,4014,Y,35,929.96,High
4015,4015,N,66,595.28,Medium
4016,4016,Y,4,149.91,Low
4017,4017,Y,28,478.91,High
4018,4018,Y,4,462.8,High
4019,4019,Y,33,57.66,Medium
4020,4020,Y,11,614.51,Low
4021,4021,Y,12,332.48,High
4022,4022,N,61,591.75,High
4023,4023,Y,12,199.18,Low
4024,4024,Y,2,882.26,High
4025,4025,Y,30,942.75,Low
4026,4026,Y,10,897.48,Low
4027,4027,Y,30,240.55,Low
4028,4028,Y,85,531.7,Medium
4029,4029,Y,62,28.18,High
4030,4030,Y,25,111.03,Low
4031,4031,Y,56,217.09,High
4032,4032,Y,18,278.22,Low
4033,4033,Y,16,222.12,Low
4034,4034,Y,21,295.36,High
4035,4035,N,15,31.55,High
4036,4036,N,13,477.13,Low
4037,4037,N,86,223.58,Low
4038,4038,N,69,451.34,Low
4039,4039,Y,21,813.22,Medium
4040,4040,Y,88,861.86,High
4041,4041,Y,1,504.58,Low
4042,4042,Y,67,261.88,Medium
4043,4043,Y,68,377.91,Low
4044,4044,N,58,802.29,Medium
4045,4045,Y,24,65.29,High
4046,4046,Y,69,391.09,Low
4047,4047,Y,55,382.79,Medium
4048,4048,Y,15,455.31,High
4049,4049,Y,44,998.43,High
4050,4050,Y,31,736.71,High
