SubscriptionID,UserID,PlanType,StartDate,RenewalStatus
2942,3025,Free,2023-04-24,Active
2943,3814,Free,2024-01-03,Active
2944,685,Free,2023-04-14,Active
2945,3049,Free,2023-03-07,Active
2946,1849,Free,2024-12-18,Active
2947,501,Free,2023-09-15,Active
2948,2260,Free,2024-08-25,Expired
2949,431,Premium,2024-12-27,Expired
2950,3136,Free,2024-07-07,Active
2951,68,Free,2024-08-23,Active
2952,1411,Free,2023-06-13,Active
2953,1330,Free,2024-07-13,Active
2954,1273,Premium,2024-12-07,Active
2955,2481,Free,2024-06-29,Active
2956,4647,Free,2024-08-16,Active
2957,1487,Free,2023-01-02,Active
2958,377,Free,2024-11-04,Active
2959,1837,Free,2024-03-03,Active
2960,770,Free,2024-06-18,Active
2961,1585,Free,2024-08-01,Active
2962,3245,Free,2024-04-15,Expired
2963,2840,Premium,2023-11-27,Active
2964,4729,Free,2024-10-18,Active
2965,4842,Free,2024-12-18,Active
2966,2561,Free,2023-12-22,Active
2967,4731,Free,2024-07-09,Active
2968,4639,Free,2024-06-18,Active
2969,4491,Free,2024-12-29,Expired
2970,1933,Free,2023-08-06,Active
2971,2480,Free,2023-07-28,Active
2972,2304,Premium,2023-07-19,Active
2973,3340,Free,2024-03-31,Active
2974,4058,Free,2023-08-18,Active
2975,3945,Free,2023-12-17,Active
2976,3919,Premium,2024-07-15,Expired
2977,1371,Free,2023-10-23,Active
2978,160,Free,2024-06-23,Active
2979,4749,Free,2024-09-28,Active
2980,1295,Free,2024-07-29,Active
2981,4143,Free,2023-12-20,Expired
2982,600,Free,2024-12-02,Active
2983,3700,Premium,2024-12-15,Active
2984,4897,Free,2024-07-27,Active
2985,1114,Premium,2023-10-16,Active
2986,60,Free,2024-02-20,Active
2987,358,Premium,2024-05-02,Active
2988,2316,Premium,2023-03-30,Active
2989,4944,Premium,2023-11-05,Active
2990,566,Free,2024-10-21,Expired
2991,4241,Free,2023-09-27,Active
2992,27,Free,2024-01-05,Expired
2993,1985,Free,2023-02-07,Active
2994,2374,Free,2024-02-17,Active
2995,2296,Premium,2023-08-02,Active
2996,2676,Free,2024-04-01,Active
2997,1087,Free,2023-03-18,Active
2998,152,Free,2023-12-18,Active
2999,3848,Free,2024-12-17,Active
3000,534,Free,2023-04-11,Active
